airline,country,status
El Sol de America,Venezuela,Inactive
Eldorado Aviation,Canada,Inactive
Electra Airlines,Greece,Inactive
Elite Airlines,Greece,Inactive
Elite Airways,USA,Active
Ellin Air,Greece,Active
Elysair,France,Inactive
Elysian Airlines,Cameroon,Inactive
Embraer,Brazil,Active
Edelweiss Air,Switzerland,Active
Efly,Malta,Inactive
EG G,USA,Active
Egypt Air Express,Egypt,Active
Egypt Gvmt,Egypt,Active
Egyptair,Egypt,Active
Egyptian Gvmt,Egypt,Inactive
EirJet,Ireland,Inactive
EJA,USA,Inactive
Ekspres Air,Indonesia,Active
El Al,Israel,Active
El Sol de America,Venezuela,Inactive
Eldorado Aviation,Canada,Inactive
Electra Airlines,Greece,Inactive
Elite Airlines,Greece,Inactive
Elite Airways,USA,Active
Ellin Air,Greece,Active
Elysair,France,Inactive
Elysian Airlines,Cameroon,Inactive
Embraer,Brazil,Active
Emerald Air,United Kingdom,Inactive
Emerald Jets,Lebanon,Active
Emery Worldwide Airlines,USA,Inactive
Emir Airlines,Saudia Arabia,Inactive
Emirates,United Arab Emirates,Active
Empire Airlines,USA,Active
Empire Aviation Group,United Arab Emirates,Active
Empost,United Arab Emirates,Inactive
Endeavor Air,USA,Active
Enerjet,Canada,Active
Enter Air,Poland,Active
EOS Airlines,USA,Inactive
Equaflight Service,Congo,Active
ERA Alaska,USA,Active
Eram Air,Iran,Inactive
Eritrean Airlines,Eritrea,Active
Esen Air,Kyrgyzstan,Inactive
Estafeta Carga Aerea,Mexico,Active
Estelar Latinoamerica,Venezuela,Active
Estonian Air,Estonia,Active
Emerald Air,United Kingdom,Inactive
Emerald Jets,Lebanon,Active
Emery Worldwide Airlines,USA,Inactive
Emir Airlines,Saudia Arabia,Inactive
Emirates,United Arab Emirates,Active
Empire Airlines,USA,Active
Empire Aviation Group,United Arab Emirates,Active
Empost,United Arab Emirates,Inactive
Endeavor Air,USA,Active
Enerjet,Canada,Active
Enter Air,Poland,Active
EOS Airlines,USA,Inactive
Equaflight Service,Congo,Active
ERA Alaska,USA,Active
Eram Air,Iran,Inactive
Eritrean Airlines,Eritrea,Active
Esen Air,Kyrgyzstan,Inactive
Estafeta Carga Aerea,Mexico,Active
Estelar Latinoamerica,Venezuela,Active
Estonian Air,Estonia,Active
Ethiopian Airlines,Ethiopia,Active
Etihad Airways,United Arab Emirates,Active
EU Jet,Ireland,Inactive
Euralair Horizons,France,Inactive
Eureca,Italy,Inactive
Eurex Cargo,Georgia,Inactive
Euro Atlantic Airways,Portugal,Active
Euro First Air,Spain,Inactive
Euro Sun,Turkey,Inactive
EuroAir,Greece,Inactive
Eurobelgian Airlines,Belgium,Inactive
Euroberlin,France,Inactive
Eurocypria,Cyprus,Inactive
Eurofly,Italy,Inactive
Eurohopper,Netherlands,Inactive
Eurojet Airlines,France,Inactive
EuroLine,Georgia,Inactive
Eurolot,Poland,Active
Euromanx,United Kingdom,Inactive
EuroMediterranean Airline,Egypt,Inactive
Ethiopian Airlines,Ethiopia,Active
Etihad Airways,United Arab Emirates,Active
EU Jet,Ireland,Inactive
Euralair Horizons,France,Inactive
Eureca,Italy,Inactive
Eurex Cargo,Georgia,Inactive
Euro Atlantic Airways,Portugal,Active
Euro First Air,Spain,Inactive
Euro Sun,Turkey,Inactive
EuroAir,Greece,Inactive
Eurobelgian Airlines,Belgium,Inactive
Euroberlin,France,Inactive
Eurocypria,Cyprus,Inactive
Eurofly,Italy,Inactive
Eurohopper,Netherlands,Inactive
Eurojet Airlines,France,Inactive
EuroLine,Georgia,Inactive
Eurolot,Poland,Active
Euromanx,United Kingdom,Inactive
EuroMediterranean Airline,Egypt,Inactive
Europe Aero Service,France,Inactive
Europe Airpost,France,Active
European,Sweden,Inactive
European Air Express,Germany,Inactive
European Air Transport,Belgium,Inactive
European Aircharter,United Kingdom,Inactive
European Airlines,Belgium,Inactive
European Regions Airlines,Spain,Inactive
Euroscot Express Airways,United Kingdom,Inactive
Eurowings,Germany,Active
EVA Airways,Taiwan,Active
Evelop Airlines,Spain,Active
Evergreen Int,USA,Inactive
Everts Air,USA,Active
EWA Air,France,Active
Excalibur,United Kingdom,Inactive
Excel Airways,United Kingdom,Inactive
Executive Aero Space,South Africa,Inactive
Executive Jet Aviation,USA,Active
Express City,Congo,Inactive
Europe Aero Service,France,Inactive
Europe Airpost,France,Active
European,Sweden,Inactive
European Air Express,Germany,Inactive
European Air Transport,Belgium,Inactive
European Aircharter,United Kingdom,Inactive
European Airlines,Belgium,Inactive
European Regions Airlines,Spain,Inactive
Euroscot Express Airways,United Kingdom,Inactive
Eurowings,Germany,Active
EVA Airways,Taiwan,Active
Evelop Airlines,Spain,Active
Evergreen Int,USA,Inactive
Everts Air,USA,Active
EWA Air,France,Active
Excalibur,United Kingdom,Inactive
Excel Airways,United Kingdom,Inactive
Executive Aero Space,South Africa,Inactive
Executive Jet Aviation,USA,Active
Express City,Congo,Inactive
Express Freighters,Australia,Active
Express net Airlines,USA,Inactive
Express One,USA,Inactive
Expressair,Indonesia,Active
Expressjet,USA,Active
Eznis Airways,Mongolia,Inactive
Express Freighters,Australia,Active
Express net Airlines,USA,Inactive
Express One,USA,Inactive
Expressair,Indonesia,Active
Expressjet,USA,Active
Eznis Airways,Mongolia,Inactive
Facts Air,Mexico,Inactive
Fairlines SA,France,Inactive
Falcon Air,Sweden,Inactive
Falcon Air Express,USA,Active
Family Airlines,USA,Inactive
Far Eastern Air Transport,Taiwan,Active
Farnair Europe,Netherlands,Inactive
Farnair Hungary,Hungary,Active
Farnair Netherlands,Netherlands,Inactive
Farnair Switzerland,Switzerland,Active
FaroeJet,Denmark,Inactive
Fast Link,Egypt,Inactive
FastJet,Tanzania,Active
Faucett,Peru,Inactive
Federal Air,South Africa,Inactive
Federal Express,USA,Active
Federal Government of Nigeria,Nigeria,Active
Federico II Airways,Italy,Inactive
Feeder Airlines,Sudan,Active
Felix Airways,Yemen,Active
Field Aviation,Canada,Inactive
Fiji Airways,Fiji,Active
Filder Air Service Airlines,Germany,Inactive
Fina Air,Brazil,Inactive
Fine Air,USA,Inactive
Finnair,Finland,Active
Finnaviation,Finland,Inactive
Finncomm Airlines,Finland,Inactive
Finova,USA,Inactive
Firefly,Malaysia,Active
First Air,Canada,Active
First Cambodia Airlines,Cambodia,Inactive
First Choice Airways,United Kingdom,Inactive
FirstNation Airways,Nigeria,Active
Fischer Air,Czech Republic,Inactive
Fischer Air Polska,Poland,Inactive
FitsAir,Sri Lanka,Active
Five Star Airlines,USA,Inactive
Flair Airlines,Canada,Active
Flair Aviation,Germany,Inactive
Field Aviation,Canada,Inactive
Fiji Airways,Fiji,Active
Filder Air Service Airlines,Germany,Inactive
Fina Air,Brazil,Inactive
Fine Air,USA,Inactive
Finnair,Finland,Active
Finnaviation,Finland,Inactive
Finncomm Airlines,Finland,Inactive
Finova,USA,Inactive
Firefly,Malaysia,Active
First Air,Canada,Active
First Cambodia Airlines,Cambodia,Inactive
First Choice Airways,United Kingdom,Inactive
FirstNation Airways,Nigeria,Active
Fischer Air,Czech Republic,Inactive
Fischer Air Polska,Poland,Inactive
FitsAir,Sri Lanka,Active
Five Star Airlines,USA,Inactive
Flair Airlines,Canada,Active
Flair Aviation,Germany,Inactive
Flairjet,United Kingdom,Active
Flandre Air,France,Inactive
Flash Airlines,Egypt,Inactive
Fleet Air International,Hungary,Active
Flex,Brazil,Inactive
Flight West Airlines,Australia,Inactive
Flightline,United Kingdom,Inactive
Flightline Espana,Spain,Active
Flitestar Airways,South Africa,Inactive
Florida Coastal Airlines,USA,Inactive
Florida Gulf,USA,Inactive
Florida West Airlines,USA,Active
Fly Airlines,Turkey,Inactive
Fly Aruba,Aruba,Inactive
Fly Asian Xpress,Malaysia,Inactive
Fly Brazil,Brazil,Inactive
Fly Congo,"Congo, Democratic Republic of",Active
Fly Excellent,Sweden,Inactive
Fly FTI,Germany,Inactive
Fly Guam,USA,Inactive
Flairjet,United Kingdom,Active
Flandre Air,France,Inactive
Flash Airlines,Egypt,Inactive
Fleet Air International,Hungary,Active
Flex,Brazil,Inactive
Flight West Airlines,Australia,Inactive
Flightline,United Kingdom,Inactive
Flightline Espana,Spain,Active
Flitestar Airways,South Africa,Inactive
Florida Coastal Airlines,USA,Inactive
Florida Gulf,USA,Inactive
Florida West Airlines,USA,Active
Fly Airlines,Turkey,Inactive
Fly Aruba,Aruba,Inactive
Fly Asian Xpress,Malaysia,Inactive
Fly Brazil,Brazil,Inactive
Fly Congo,"Congo, Democratic Republic of",Active
Fly Excellent,Sweden,Inactive
Fly FTI,Germany,Inactive
Fly Guam,USA,Inactive
Fly Jamaica,Jamaica,Active
Fly LPI,Spain,Inactive
Fly me,Maldives,Active
Fly-DBA,Germany,Inactive
Fly540,Kenya,Active
Fly540 Angola,Angola,Active
Fly540 Ghana,Ghana,Inactive
Flyafrica,Zimbabwe,Active
Flyant Cargo,Spain,Inactive
Flybe,United Kingdom,Active
Flybe Nordic,Finland,Active
FlyDubai,United Arab Emirates,Active
FlyGeorgia,Georgia,Inactive
Flyglobespan,United Kingdom,Inactive
Flying Carpet,Lebanon,Inactive
Flying Colours,United Kingdom,Inactive
Flying Enterprise,Sweden,Inactive
Flying Finn Airways,Finland,Inactive
Flying Service,Belgium,Active
Flying Tigers,USA,Inactive
Fly Jamaica,Jamaica,Active
Fly LPI,Spain,Inactive
Fly me,Maldives,Active
Fly-DBA,Germany,Inactive
Fly540,Kenya,Active
Fly540 Angola,Angola,Active
Fly540 Ghana,Ghana,Inactive
Flyafrica,Zimbabwe,Active
Flyant Cargo,Spain,Inactive
Flybe,United Kingdom,Active
Flybe Nordic,Finland,Active
FlyDubai,United Arab Emirates,Active
FlyGeorgia,Georgia,Inactive
Flyglobespan,United Kingdom,Inactive
Flying Carpet,Lebanon,Inactive
Flying Colours,United Kingdom,Inactive
Flying Enterprise,Sweden,Inactive
Flying Finn Airways,Finland,Inactive
Flying Service,Belgium,Active
Flying Tigers,USA,Inactive
FlyJet,United Kingdom,Inactive
FlyLAL Charters,Lithuania,Inactive
FlyLAL Charters Eesti,Estonia,Inactive
FlyLAL Charters Pl,Poland,Inactive
Flylink Express,Spain,Inactive
FlyMe,Sweden,Inactive
FlyMe Maldives Villa Air,Maldives,Active
FlyMex,Mexico,Active
Flynas,Saudia Arabia,Active
Flynonstop,Norway,Inactive
Flynordic,Sweden,Inactive
Focus Air Cargo,USA,Inactive
Fokker,Netherlands,Inactive
Formosa Airlines,Taiwan,Inactive
Fortune Air,Canada,Inactive
Foshing Airline,China,Inactive
Free Airways,Italy,Inactive
FreeBird Airlines,Turkey,Active
Freedom Air,New Zealand,Inactive
Freedom Airline Express,Kenya,Active
FlyJet,United Kingdom,Inactive
FlyLAL Charters,Lithuania,Inactive
FlyLAL Charters Eesti,Estonia,Inactive
FlyLAL Charters Pl,Poland,Inactive
Flylink Express,Spain,Inactive
FlyMe,Sweden,Inactive
FlyMe Maldives Villa Air,Maldives,Active
FlyMex,Mexico,Active
Flynas,Saudia Arabia,Active
Flynonstop,Norway,Inactive
Flynordic,Sweden,Inactive
Focus Air Cargo,USA,Inactive
Fokker,Netherlands,Inactive
Formosa Airlines,Taiwan,Inactive
Fortune Air,Canada,Inactive
Foshing Airline,China,Inactive
Free Airways,Italy,Inactive
FreeBird Airlines,Turkey,Active
Freedom Air,New Zealand,Inactive
Freedom Airline Express,Kenya,Active
Freedom Airlines,USA,Inactive
Freedom Airways,Cyprus,Inactive
French Air Force,France,Active
Fresh Air,Nigeria,Inactive
Frontier Airlines,USA,Active
Fuerza Aerea Boliviana,Bolivia,Active
Fuji Dream Airlines,Japan,Active
Futura Gael,Ireland,Inactive
Futura International,Spain,Inactive
Freedom Airlines,USA,Inactive
Freedom Airways,Cyprus,Inactive
French Air Force,France,Active
Fresh Air,Nigeria,Inactive
Frontier Airlines,USA,Active
Fuerza Aerea Boliviana,Bolivia,Active
Fuji Dream Airlines,Japan,Active
Futura Gael,Ireland,Inactive
Futura International,Spain,Inactive
Gabon Airlines,Gabon,Inactive
Gadair European Airlines,Spain,Inactive
Gading Sari Aviation Services,Malaysia,Active
GainJet Aviation,Greece,Active
Galaxy Airlines,Japan,Inactive
Galaxy Airways,Greece,Inactive
Gambia Bird,Gambia,Active
Gambia Intl. Airways,Gambia,Inactive
Garuda,Indonesia,Active
Gatari Air Service,Indonesia,Active
Gazpromavia,Russia,Active
GB Airways,United Kingdom,Inactive
GB Leisure,United Kingdom,Inactive
GCS Cargo,United Arab Emirates,Inactive
GEASA,Equatorial Guinea,Inactive
Gee Bee Air,Greece,Active
Gemini Air Cargo,USA,Inactive
Georgian Airlines,Georgia,Inactive
Georgian Airways,Georgia,Active
Georgian National Airlines,Georgia,Inactive
Georgian Star International,Georgia,Active
German Air Force,Germany,Active
German Cargo,Germany,Inactive
German Sky Airlines,Germany,Inactive
Germanair,Germany,Inactive
Germania,Germany,Active
Germanwings,Germany,Active
Gestair Cargo,Spain,Active
Gestavi,Spain,Inactive
Ghadames Air Transport,Libya,Active
Ghana Airways,Ghana,Inactive
Ghana International Airlines,Ghana,Inactive
Gibraltar Airways,United Kingdom,Inactive
Gill Aviation,United Kingdom,Inactive
Girjet,Spain,Inactive
Global Air,Mexico,Active
Global Aviation,South Africa,Active
Global International,USA,Inactive
Global Jet,United Arab Emirates,Active
Global Jet Luxembourg,Luxembourg,Active
Georgian Star International,Georgia,Active
German Air Force,Germany,Active
German Cargo,Germany,Inactive
German Sky Airlines,Germany,Inactive
Germanair,Germany,Inactive
Germania,Germany,Active
Germanwings,Germany,Active
Gestair Cargo,Spain,Active
Gestavi,Spain,Inactive
Ghadames Air Transport,Libya,Active
Ghana Airways,Ghana,Inactive
Ghana International Airlines,Ghana,Inactive
Gibraltar Airways,United Kingdom,Inactive
Gill Aviation,United Kingdom,Inactive
Girjet,Spain,Inactive
Global Air,Mexico,Active
Global Aviation,South Africa,Active
Global International,USA,Inactive
Global Jet,United Arab Emirates,Active
Global Jet Luxembourg,Luxembourg,Active
Global Supply Systems,United Kingdom,Inactive
GlobeJet,Lebanon,Inactive
Globus Airlines,Russia,Active
Globus Avia,Kazakhstan,Inactive
GMG Airlines,Bangladesh,Inactive
Go Fly,United Kingdom,Inactive
Go!,USA,Inactive
Go2Sky Airline,Slovakia,Active
GoAir,India,Active
GoAir CityLink,Canada,Inactive
GOAL,Germany,Inactive
GoJet Airlines,USA,Active
GOL Transportes Aereos,Brazil,Active
Golden Air,Sweden,Inactive
Golden City,Austria,Inactive
Golden International Airlines,Turkey,Inactive
Golden Myanmar Airlines,Myanmar,Active
Goliaf Air,Sao Tome and Principes,Inactive
Gomair,"Congo, Democratic Republic of",Active
Goodjet,Sweden,Inactive
Global Supply Systems,United Kingdom,Inactive
GlobeJet,Lebanon,Inactive
Globus Airlines,Russia,Active
Globus Avia,Kazakhstan,Inactive
GMG Airlines,Bangladesh,Inactive
Go Fly,United Kingdom,Inactive
Go!,USA,Inactive
Go2Sky Airline,Slovakia,Active
GoAir,India,Active
GoAir CityLink,Canada,Inactive
GOAL,Germany,Inactive
GoJet Airlines,USA,Active
GOL Transportes Aereos,Brazil,Active
Golden Air,Sweden,Inactive
Golden City,Austria,Inactive
Golden International Airlines,Turkey,Inactive
Golden Myanmar Airlines,Myanmar,Active
Goliaf Air,Sao Tome and Principes,Inactive
Gomair,"Congo, Democratic Republic of",Active
Goodjet,Sweden,Inactive
Gotia Shuttle Express,Sweden,Inactive
Government of Quebec,Canada,Active
Government of Singapore,Singapore,Active
Grand Air,Philippines,Inactive
Grand Aviation,USA,Inactive
Grand China Airlines,China,Active
Grand China Express Airlines,China,Inactive
Grand Comoros,Comoros,Inactive
Grand Cru Airlines,Lithuania,Active
Grand Star Cargo,China,Inactive
GrandaExel,Italy,Inactive
Great American Airways,USA,Inactive
Great Atlantic Airlines,Barbados,Inactive
Great China Airlines,China,Inactive
Great Lakes Aviation,USA,Active
Great Wall Airlines,China,Inactive
Greece Airways,Greece,Inactive
Greek Air Force,Greece,Active
GreenJet Airlines,Greece,Inactive
Greenlandair,Denmark,Inactive
Gotia Shuttle Express,Sweden,Inactive
Government of Quebec,Canada,Active
Government of Singapore,Singapore,Active
Grand Air,Philippines,Inactive
Grand Aviation,USA,Inactive
Grand China Airlines,China,Active
Grand China Express Airlines,China,Inactive
Grand Comoros,Comoros,Inactive
Grand Cru Airlines,Lithuania,Active
Grand Star Cargo,China,Inactive
GrandaExel,Italy,Inactive
Great American Airways,USA,Inactive
Great Atlantic Airlines,Barbados,Inactive
Great China Airlines,China,Inactive
Great Lakes Aviation,USA,Active
Great Wall Airlines,China,Inactive
Greece Airways,Greece,Inactive
Greek Air Force,Greece,Active
GreenJet Airlines,Greece,Inactive
Greenlandair,Denmark,Inactive
Gregg Air,United Kingdom,Inactive
Grossman Air Serivce,Austria,Inactive
Gryphon Air,Kuwait,Active
GTI Airlines,Turkey,Inactive
GTRA Airways,Congo,Inactive
Guizhou Airlines,China,Inactive
Gujarat Airways,India,Inactive
Gulf Air,Bahrain,Active
Gulf Traveller,Bahrain,Inactive
Gulfstream International Airlines,USA,Inactive
Guna Airlines,India,Inactive
Guyana 2000,Guyana,Inactive
Guyana Airways,Guyana,Inactive
Gregg Air,United Kingdom,Inactive
Grossman Air Serivce,Austria,Inactive
Gryphon Air,Kuwait,Active
GTI Airlines,Turkey,Inactive
GTRA Airways,Congo,Inactive
Guizhou Airlines,China,Inactive
Gujarat Airways,India,Inactive
Gulf Air,Bahrain,Active
Gulf Traveller,Bahrain,Inactive
Gulfstream International Airlines,USA,Inactive
Guna Airlines,India,Inactive
Guyana 2000,Guyana,Inactive
Guyana Airways,Guyana,Inactive
Hainan Airlines,China,Active
Haiti Air,Haiti,Inactive
Haiti Trans Air,Haiti,Inactive
Hak Air,Nigeria,Active
Halcyon Air,Cape Verde,Inactive
Halisa Air,Haiti,Inactive
Hamburg Airlines,Germany,Inactive
Hamburg Airways,Germany,Active
Hamburg Chile,Chile,Inactive
Hamburg International,Germany,Inactive
Hansung Airlines,South Korea,Inactive
Hapag Lloyd,Germany,Inactive
Hapag Lloyd Express,Germany,Inactive
Happy Air,Thailand,Active
Harlequin Air,Japan,Inactive
Harmony Airways,Canada,Inactive
Hawaii Express,USA,Inactive
Hawaiian Airlines,USA,Active
Hawkair AS,Canada,Active
Hawker Pacific,Australia,Inactive
Hazelton Airlines,Australia,Inactive
HC Airlines,United Kingdom,Inactive
Heavilift PNG,Papua New Guinea,Active
Heavylift Cargo,United Kingdom,Inactive
